  -1.7651052903188684E-003  -2.2660001438403236E-004
   2.1702964777803009E-003   4.8121855058731294E-004
  -1.7651052903188684E-003  -2.2660001438403236E-004
   2.1702964777803009E-003   1.2730926810164051E-004
  -7.9618813574776316E-004   8.9070433471652072E-005
  -4.7657333849964812E-004   2.1814737603598044E-005
  -9.4452673028254082E-004   3.0781255290601107E-005
   1.0853227019399071E-004   2.2081882970753761E-004
  -5.4926356785231479E-004   3.1664759091062217E-004
  -1.0468920906477630E-003   2.6806055968585352E-004
  -9.3759157174448963E-004   2.7132294632704049E-004
   4.0042939190764590E-003   2.6898399578357830E-004
   7.8400699538694842E-005   2.4219436823470666E-004
   2.0159281864087649E-003   3.9961123123289440E-004
   9.8954803135893805E-004   5.1163200258343231E-004
   1.8729764417489546E-003   5.5005887631543512E-004
  -1.5700883906328834E-004   3.9725587686626618E-004
   9.3532056004012339E-005   3.7492472001238999E-004
  -7.2921655421194509E-004   4.2644775231400584E-004
  -1.0492360019821634E-003   4.2323544553002422E-004
   4.3239692603571527E-004   3.9749616654559915E-004
   2.7574561380814657E-003   3.7683687898357556E-004
  -1.4326565185993631E-003  -9.3221860990898092E-004
  -1.5515514807380815E-003  -8.8622667958423735E-004
  -1.3171876360874154E-003  -9.3397133028950800E-004
  -2.4215162239572094E-003  -9.1445222853034412E-004
  -1.8681191132192652E-003  -9.4787568198199956E-004
  -1.0402995645675455E-004  -9.6113982414858452E-004
  -1.8350411686618557E-003  -9.6636824418849527E-004
  -1.4329919971373219E-003  -9.3245937831331336E-004
  -1.5531977115585704E-003  -8.4091658202243517E-004
  -1.4329919971373219E-003  -9.3245937831331336E-004
  -1.5531977115585704E-003  -8.4091658202243517E-004
